pkid,item_code,item_name,drawing_no,quantity,pn,pn_code,order_no,part_no,mm,customer_pn,code,remarks,lastupdate,username,logdel
,105438701,HF507S-31-03(13)VE,A113837001 A,1500,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105220301,FPS009-2903-0(06)VE,A113893001 B,500,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105165301,FPS009-2961-0(04),A113998001 A,500,,,,,,,,1AV4J11B9691G,2017-12-14 11:04:00,marlope,0
,105285601,CN132R-013-0001,A114032001 A,1000,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105222101,FPS009Z-2300-0(01),A114097001 A,500,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105289701,FMS006-2610-0(03),A114103001 A,800,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105339501,FUS006-3210-0,A114115001 D,1800,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105257501,IC316-140-1000-2-YG,A114122001 A,180,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105257101,FPS009-4201-0-VE(01),A114135001 A,270,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105261101,FPS009-2906-0(01),A114152001 C,500,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105352601,HF512S-40-12,A114340001 A,1200,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105352701,HF512S-50-12,A114340002 B,1200,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105421601,FUS006-3210-0(01),A114425001 B,1800,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105421301,PJS008-2100-0(05),A114482001 A,1500,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106298401,HF601-20-02-VE,A114506001 B,2000,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105421401,FPS009-2900-0(09),A114509001 A,500,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105403501,PJS008-2300-0(02),A114556001 B,1300,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105660801,FMS006-2610-0(04),A114560001 A,800,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105435801,HF601-45-12YG,A114664003 A,1000,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105481001,FPS009-2922-0-VE(01),A114681001 B,500,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105452701,PJS008-2003-1(01),A114721001 A,800,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105518301,FPS009-4200-0-VE(04),A114801001 B,270,,,,,,,,99371-00578,2017-12-14 11:04:00,marlope,0
,105497301,PJS008-2003-0(05),A114830001 A,1000,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105554101,HF601-30-12-VE(05),A114941002 A,1000,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105554201,HF601-40-12-VE(05),A114941001 A,1000,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105607301,HF601-45-12-VE(05),A114941001 A,1000,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105640401,HF601-30-02-YG,A114968001 A,2000,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105547901,FPS009-2907-0-VE(01),A115078001 A,500,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105566801,HF507S-80-31(12),A115098001 A,1500,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105567001,HF507S-80-32(12),A115099001 B,1500,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105911601,HF507S-51-32(12),A115099001 B,1500,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105607201,HF601-40-02-VE(05),A115190001 B,2000,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105617901,PJS008-4100-0-VE,A115241001 C,700,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105658501,FPS009-2903-0-VE,A115328001 A,500,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105660701,FPS009-2900-0(10),A115344001 A,500,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105665201,CN121S-104-0002,A115348001 A,400,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105666101,CN121S-104-0004,A115382001 A,400,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105665101,FPS009-2907-0-VE(02),A115419001 A,500,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105877301,FMS006-2640-0-VE,A115435001 B,800,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105877001,FPS009-2904-0-VE(02),A115478001 C,500,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105755801,FUS006-3210-0(03),A115496001 A,1800,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105711301,HF601-32-22-VE,A115505001 A,2000,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105834401,FPS009-2900-0(11),A115516001 A,500,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105834201,FPS009-2906-0(02),A115517001 A,500,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105754101,FPS009-2920-0-VE(06),A115545001 A,500,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105721701,CN121S-056-0003,A115552001 A,400,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105721501,CN121S-056-0004,A115553001 A,400,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105785101,PJS008-2004-0-VE(01),A115556001 B,1000,,,,,,,,99371-00587-C,2017-12-14 11:04:00,marlope,0
,105739901,PJS008-2004-0-VE,A115572001 B,1000,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105740301,PJS008-2004-0-VE(02),A115575001 C,1000,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106062501,FPS009-2409-0-VE,A115596001 A,600,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105948301,FMS006Z-2001-1-VE(01),A115599001 A,800,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105769401,CN121S-104-0002(01),A115662001 A,240,,,,,,14200208,,,2017-12-14 11:04:00,marlope,0
,105784901,PJS008-2003-0-VE(01),A115681001 B,1000,,,,,,,,99371-00587,2017-12-14 11:04:00,marlope,0
,105793701,HF106P-0001-0A-VE,A115687001 H,400,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105992201,HF106P-0001-0B-VE,A115687007 H,400,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105794201,HF106P-0001-0C-VE,A115687002 H,400,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105794401,HF106P-0001-0D-VE,A115687003 H,400,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106203801,HF106P-0001-0F-VE,A115687010 H,400,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106107401,HF106P-0001-0G-VE,A115687008 H,400,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105794601,HF106P-0001-0H-VE,A115687004 H,400,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105794801,HF106P-0001-0I-VE,A115687005 H,400,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105795001,HF106P-0001-0K-VE,A115687006 H,400,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106107501,HF106P-0001-0M-VE,A115687009 H,400,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106584101,HF106P-0001-0Z-VE,A115687011 H,400,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105795201,HF107P-0001-0B-VE,A115688001 C,200,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105796101,HF107P-0001-0C-VE,A115688002 C,200,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105796301,HF107P-0001-0E-VE,A115688003 C,200,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105792701,HF108P-0001-0D-VE,A115689001 C,200,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106137901,FPS009-2920-0-VE(07),A115765001 A,500,N452P56511,,,,,,,,2017-12-14 11:04:00,marlope,0
,105835401,FMS006-2610-0(06),A115796001 B,800,,,,,,,QSOCZA359WJQZY,,2017-12-14 11:04:00,marlope,0
,105835501,FMS006-2310-0(03),A115797001 A,500,,,,,,,QSOCZA372WJQZY,,2017-12-14 11:04:00,marlope,0
,105978501,FPS009-2923-0-VE(01),A115819001 A,500,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105896001,HF301P-106-4211-VE,A115930001 G,400,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105896701,HF301S-106-1800-4011-VE,A115931001 E,200,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105977101,PJS008-2005-0-VE,A116069001 A,1000,,,,,,,,,2017-12-14 11:04:00,marlope,0
,105977601,PJS008-2005-0-VE(01),A116070001 A,1000,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106015501,HF601-20-02M-VE(03),A116259001 A,2000,,,,,,,N452P46881,,2017-12-14 11:04:00,marlope,0
,106015601,HF601-30-02M-VE(03),A116259002 A,2000,,,,,,,N452P46882,,2017-12-14 11:04:00,marlope,0
,106015701,HF601-50-02M-VE(03),A116259003 A,2000,,,,,,,N452P46883,,2017-12-14 11:04:00,marlope,0
,106503001,HF109P-0001-0B-VE,A116276004 B,200,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106021001,HF109P-0001-0E-VE,A116276001 B,200,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106021501,HF109P-0001-0F-VE,A116276002 B,200,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106161301,PJS008-2005-0-VE(02),A116278001 A,1000,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106379101,CN109S-020-0001,A116404001 B,750,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106220501,CN121S-056-0003(01),A116424001 A,240,,,,,,14200277,,,2017-12-14 11:04:00,marlope,0
,106040701,HF106P-0001-0C-VE(01),A116510002 C,400,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106107201,HF109P-0002-0B-VE,A116617004 A,200,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106207101,CN121S-104-0006,A116628001 C,500,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106200401,HF106P-0001-0A-VE(02),A116864001 B,400,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106201001,HF106P-0001-0B-VE(02),A116864007 B,400,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106200501,HF106P-0001-0C-VE(02),A116864002 B,400,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106200601,HF106P-0001-0D-VE(02),A116864003 B,400,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106201301,HF106P-0001-0F-VE(02),A116864010 B,400,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106201101,HF106P-0001-0G-VE(02),A116864008 B,400,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106200701,HF106P-0001-0H-VE(02),A116864004 B,400,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106200801,HF106P-0001-0I-VE(02),A116864005 B,400,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106200901,HF106P-0001-0K-VE(02),A116864006 B,400,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106201201,HF106P-0001-0M-VE(02),A116864009 B,400,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106236901,FPS009-4200-0(06),A116910001 B,270,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106558501,CN121S-104-0007(01),A116938001 A,240,,,,,,14200208,,,2017-12-14 11:04:00,marlope,0
,106558601,CN121S-056-0005(01),A116940001 A,240,,,,,,14200277,,,2017-12-14 11:04:00,marlope,0
,106591701,HF107P-0001-0B-VE-01,A117879-001 A,200,,,,,520900139013,,,,2017-12-14 11:04:00,marlope,0
,106591801,HF107P-0001-0C-VE-01,A117879-002 A,200,,,,,520900139014,,,,2017-12-14 11:04:00,marlope,0
,106591901,HF107P-0001-0E-VE-01,A117879-003 A,200,,,,,520900139015,,,,2017-12-14 11:04:00,marlope,0
,106225001,FPS009-2907-0-VE(03),A116976001 A,500,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106683201,FUS006-3210-0-VE(04),A117024001 A,1800,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106291001,CN121S-104-0002(02),A117109001 A,400,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106335301,HF201P-2101-1-VE,A117164001 A,250,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106338001,FPS009-2903-1-VE(01),A117180001 A,500,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106345201,CN121S-104-0008,A117206001 A,400,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106392201,HF301S-106-1800-4012-VE,A117298001 A,200,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106407801,FPS009-2904-0-VE(03),A117303001 B,500,,4627430840,,,,,,,2017-12-14 11:04:00,marlope,0
,106407901,FPS009-2907-0-VE(04),A117304001 B,500,,4627430830,,,,,,,2017-12-14 11:04:00,marlope,0
,106666601,HF513-30-01-VE,A117318003 D,1800,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106380001,HF513-40-01-VE,A117318002 D,1800,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106380601,HF513-50-01-VE,A117318001 D,1800,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106666201,HF513-30-11-VE,A117333003 F,1800,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106389101,HF513-40-11-VE,A117333002 F,1800,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106389201,HF513-50-11-VE,A117333001 F,1800,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106935801,FMS006-2610-0-VE(08),A117547001 A,800,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106515501,HF106P-0001-0K-VE(03),A117667006 A,400,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106515101,HF106P-0001-0A-VE(03),A117667001 A,400,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106515201,HF106P-0001-0C-VE(03),A117667002 A,400,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106515401,HF106P-0001-0I-VE(03),A117667005 A,400,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106515601,HF106P-0001-0B-VE(03),A117667007 A,400,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106515701,HF106P-0001-0G-VE(03),A117667008 A,400,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106567001,CA009-S101-001(01),A117670001 D,240,,,,,,14200358,,,2017-12-14 11:04:00,marlope,0
,106520101,FPS009-2961-0(05),A117679001 A,500,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106552601,HF106P-0001-0K-VE(04),A117806006 D,400,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106592001,HF108P-0001-0D-VE(01),A117880001 A,200,,,,,520900909019,,,,2017-12-14 11:04:00,marlope,0
,106630301,CN121S-104-0007(02),A117886001 A,400,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106794101,FMS006-2340-0-VE,A117912001 A,450,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106614301,HF109P-0001-0F-VE(01),A117956002 B,200,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106641301,FPS009-2911-0-VE(01),A117988001 A,500,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106961501,HF507S-51-01(15),A118100004 A,200,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106682001,FPS009-4200-0-VE(07),A118112001 A,270,N452P50711,,,,,,,,2017-12-14 11:04:00,marlope,0
,106864201,FPS009-2966-1(01),A118150001 A,350,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106810801,HF106P-0001-0C-VE(05),A118181002 A,400,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106810901,HF106P-0001-0L-VE(05),A118181012 A,400,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106811101,HF106P-0001-0N-VE(05),A118181013 A,400,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106745001,FPS009-2909-0-VE(01),A118416001 A,500,,4627430860,,,,,,,2017-12-14 11:04:00,marlope,0
,106781501,FPS009-2920-0-VE(08),A118447001 A,500,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106872501,CN109S-020-0001(01),A118676001 A,750,,,,,,,,,2017-12-14 11:04:00,marlope,0
,910494301,HF601-20-14-VE(01),A118795001,1000,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106952001,HF111P-0001-1A-VE(01),A118813001 A,400,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106955001,HF513-40-11-VE(01),A118916002 A,1800,,,,,,,,,2017-12-14 11:04:00,marlope,0
,106978601,CN121S-104-1001(H1),A118958001 A,240,,,,,,14200415,,,2017-12-14 11:04:00,marlope,0
,107017801,FPS009-2909-0-VE(02),A119033001 A,500,,,,,,,,,2017-12-14 11:04:00,marlope,0
,107058701,FMS006-2310-0-VE(05),A119112001 A,500,,,,,,,,,2017-12-14 11:04:00,marlope,0
,002845001,CN048S-0002-0,BA15126 F,2000,,,,,,,,,2017-12-14 11:04:00,marlope,0
,003193701,CN048S-0005-0,BA19681 B,2000,,,,,,,,CN048S-0005-0,2017-12-14 11:04:00,marlope,0
,101193501,CN048S-0005-1,BA19681 B,2000,,,,,,,,CN048S-0005-1,2017-12-14 11:04:00,marlope,0
,105095701,CN048S-0005-0,BA1968101 B,2000,,,,,,,,CN048S-0005-0,2017-12-14 11:04:00,marlope,0
,003488301,CN048S-0007-0,BA2510902 B,2500,,,,,,,,,2017-12-14 11:04:00,marlope,0
,003383901,CN048S-0007-1,BA2510901 B,2500,,,,,,,,,2017-12-14 11:04:00,marlope,0
,003548001,FPS009-2305-0,BA29072 C,500,,,,,,,,,2017-12-14 11:04:00,marlope,0
,003548601,FPS009-2405-0,BA29104 C,600,,,,,,,,,2017-12-14 11:04:00,marlope,0
,003613601,FPS009-2406-0,BA30584 D,600,,,,,,,,,2017-12-14 11:04:00,marlope,0
,003613501,FPS009-2306-0,BA3066301 A,500,,,,,,,,,2017-12-14 11:04:00,marlope,0
,003651201,FPS009Z-2300-0,BA30833 C,500,,,,,,,,,2017-12-14 11:04:00,marlope,0
,002927801,CN048SC15204-0,BC1520401 B,2000,,,MAT-XB0001-T001,,,,,,2017-12-14 11:04:00,marlope,0
,003097101,CN048SC21309-0,BC2130901 B,2000,,,,,,,,CN048S-0005-0,2017-12-14 11:04:00,marlope,0
,003122201,CN048SC21503-0,BC2150301 A,2000,,,,,,,,,2017-12-14 11:04:00,marlope,0
,003297501,CN048SC24089-0,BC2408901 A,2000,,,,,,,,AA01446509A,2017-12-14 11:04:00,marlope,0
,003305101,CN048SC24604-0,BC2460401 A,2000,,,,,,,,,2017-12-14 11:04:00,marlope,0
,003381101,CN048SC25261-1,BC2526101 E,2500,,,,,,,,J X 7 6 0 0 4 A,2017-12-14 11:04:00,marlope,0
,003426901,CN048SC26959-1,BC2695901 C,2500,,,,,,,,J X 7 6 0 0 4 B,2017-12-14 11:04:00,marlope,0
,003561601,CN048SC28083,BC2808301 A,2500,,,MAT-XB0002-T001,,,,,,2017-12-14 11:04:00,marlope,0
,003504101,FPS009C28401-0,BC28401 E,450,,,,,,,,,2017-12-14 11:04:00,marlope,0
,003526601,CN048SC28528-0,BC2852801 A,2500,,,,,,,,CN048S-0007-0,2017-12-14 11:04:00,marlope,0
,003587401,FPS009-23C30144,BC3014401 C,500,,,,,,,,QCNCW935JAFZZL,2017-12-14 11:04:00,marlope,0
,003707601,CN048SC31085,BC3108501 B,2500,,,MAS-XB0004-T001,,,,,,2017-12-14 11:04:00,marlope,0
,003663801,FPS009Z-23C31089,BC31089 C,500,,,,,,,,,2017-12-14 11:04:00,marlope,0
,003676201,FPS009-24C31115,BC3111501 C,600,,,,,,,,,2017-12-14 11:04:00,marlope,0
,100798701,FPS009Z-23C31160,BC31160 C,500,,,,,,,,FTPb,2017-12-14 11:04:00,marlope,0
,003542001,CN048SC29039-0,DC2903901 A,2000,,,,,,,,CN048S-0002-0,2017-12-14 11:04:00,marlope,0
,104713501,FPS009-2930-1 ????????(YEH),K0091,500,,,,,,,,,2017-12-14 11:04:00,marlope,0
,104764501,FPS009-2931-1(01)????????(YEH),K0091,450,,,,,,,,K1NA09E00152,2017-12-14 11:04:00,marlope,0
,101595801,IC179-44600-5001,KL12053 K,250,,,,,,,,,2017-12-14 11:04:00,marlope,0
,101245501,IC160Z-0324K10196-1,KS10196 U,500,,,,,,,,,2017-12-14 11:04:00,marlope,0
,101227001,IC160Z-0324K10196,KS10196 U,500,,,,,,,,,2017-12-14 11:04:00,marlope,0
